water_depth (m),weight (t),installation_date,type_of_production (1 oil and gas; 2 oil; 3 gas),number_of_legs,number_of_piles,height_of_jacket_or_sub-structure (m),distance_to_coast (km),risk_to_other_users-complete,risk_to_other_users-partial,risk_to_personnel-complete,risk_to_personnel-partial,energy_consumption-complete (GJ),energy_consumption-partial (GJ),emissions-complete (t),emissions-partial (t),impacts_of_option-complete,impacts_of_option-partial,technical_feasibility_or_challenge-complete,technical_feasibility_or_challenge-partial,commercial_impact_on_fisheries-complete,commercial_impact_on_fisheries-partial,wider_community_impact-complete,wider_community_impact-partial,total_removal_cost-complete,total_removal_cost-partial
100,26442,42,1,8,5,114.098,281,1,0.0,0.32,0.154,1177337,894044,91900,63940,0.0,1,0.0,1.0,0.991,0.936,0.419,0.466,1.0,0.412
110,11579,36,1,8,10,130.703,132,0,5.179669857025147e-06,0.16,0.128,825141,555817,57150,38341,0.001,1,0.022,0.969,0.187,0.308,0.211,0.179,0.636,0.963
155,22584,45,3,8,30,165.991,167,0,2.2999982178211213e-05,0.025,0.01,297769,443072,24311,31088,1.0,1,0.483,1.0,1.0,0.94,1.0,1.0,0.638,0.749
149,22348,43,1,8,21,152.212,250,0,8.569978654384613e-06,0.034,0.016,549567,590942,47880,39318,0.718,1,0.243,0.997,0.979,0.841,0.904,0.93,0.974,0.593
99,16372,31,1,8,5,114.057,281,1,0.0,0.123,0.014,995612,495701,84150,40342,0.0,1,0.0,0.975,0.705,0.462,0.305,0.241,1.0,0.411
139,14095,44,1,8,5,137.587,122,1,2.1317601203918456e-10,0.319,0.16,1091787,860633,83645,62619,0.0,0,0.0,1.0,0.171,0.501,0.081,0.208,0.878,0.564
107,14074,31,1,8,6,124.564,280,1,3.015995025634766e-10,0.169,0.084,643633,492153,57175,37144,0.0,1,0.022,0.783,0.156,0.122,0.176,0.159,1.0,0.483
151,14245,44,3,8,25,152.921,120,0,1.6860179901123046e-05,0.143,0.146,600288,590347,36703,41560,0.0,0,0.301,0.988,0.05,0.096,0.152,0.172,0.535,0.937
154,26824,45,2,8,31,159.922,138,0,2.299586260318756e-05,0.025,0.01,311825,594149,27144,32627,1.0,1,0.5,1.0,1.0,0.938,0.999,0.999,0.757,0.951
155,19130,45,1,8,18,161.336,218,0,2.021309995651245e-05,0.028,0.012,358295,605564,34417,33101,0.904,1,0.0,1.0,1.0,0.94,0.992,0.998,0.943,0.63
100,12401,32,1,4,6,115.662,253,1,1.295506954193115e-10,0.296,0.124,710482,576436,50375,39479,0.0,1,0.0,0.95,0.257,0.446,0.36,0.078,0.999,0.693
147,27311,42,1,8,30,146.713,265,0,2.266232371330261e-07,0.073,0.023,899917,754237,83684,62024,0.324,1,0.499,0.935,0.641,0.072,0.574,0.758,1.0,0.432
104,22241,35,1,8,30,127.598,279,0,2.3545379638671875e-06,0.025,0.011,585060,465088,47425,33758,0.846,1,0.5,0.421,0.712,0.233,0.66,0.719,1.0,0.804
155,27599,45,1,8,31,165.457,262,0,2.2999960243701934e-05,0.025,0.01,298557,493472,24834,31433,1.0,1,0.5,1.0,1.0,0.94,1.0,1.0,0.998,0.803
99,20299,36,1,8,11,114.506,244,1,8.225440979003906e-12,0.307,0.144,1087998,781000,82830,58579,0.0,1,0.001,0.712,0.057,0.143,0.252,0.041,1.0,0.857
155,13435,45,2,8,24,164.211,122,0,2.299670022726059e-05,0.026,0.013,313941,507046,25635,31534,0.987,1,0.04,1.0,1.0,0.938,0.992,0.995,0.534,0.978
127,25733,44,1,8,31,138.301,234,0,2.129817545413971e-05,0.026,0.011,396686,533754,40152,34846,0.987,1,0.5,0.976,0.986,0.763,0.964,0.951,0.99,0.94
144,10350,33,1,4,5,165.125,192,0,3.275459706783295e-07,0.043,0.143,309286,435764,24696,31318,0.0,1,0.065,0.983,0.104,0.06,0.197,0.138,0.918,0.592
123,20862,35,1,8,23,131.294,244,0,1.2070423364639286e-07,0.07,0.035,782467,544904,61863,45053,0.011,1,0.467,0.513,0.164,0.039,0.273,0.347,0.997,0.562
152,14055,32,1,4,6,164.958,281,1,3.1110674142837523e-08,0.042,0.044,361456,443433,33396,33191,0.039,1,0.059,0.999,0.973,0.391,0.528,0.755,1.0,0.412
99,21429,35,1,8,5,114.146,281,1,0.0,0.319,0.15,1155397,881930,91299,63214,0.0,1,0.0,1.0,0.995,0.938,0.694,0.749,1.0,0.41
144,22018,44,1,8,13,129.988,154,0,1.196300595998764e-06,0.182,0.077,1060546,826383,86479,57385,0.01,1,0.002,1.0,0.916,0.869,0.672,0.779,0.852,0.743
107,10428,40,3,8,26,132.529,120,0,1.948385977745056e-05,0.061,0.112,387536,467035,25982,31481,0.0,1,0.476,0.464,0.029,0.076,0.102,0.069,0.535,0.999
101,13779,32,1,8,11,116.046,270,0,7.367733120918274e-08,0.037,0.016,739236,486887,56327,32293,0.002,1,0.063,0.734,0.487,0.429,0.457,0.157,0.998,0.953
100,10300,31,1,4,5,137.317,281,1,0.0,0.04,0.036,324665,435521,27040,31264,0.0,1,0.0,1.0,0.993,0.901,0.543,0.656,1.0,0.411
140,10476,34,1,4,5,151.847,209,1,1.7247378826141356e-08,0.281,0.158,452771,517364,34397,35298,0.0,1,0.0,1.0,0.787,0.819,0.251,0.351,0.906,0.557
103,13851,31,1,8,5,124.892,281,1,3.619194030761719e-10,0.081,0.03,768705,560917,66642,39399,0.0,1,0.0,1.0,0.989,0.918,0.352,0.667,1.0,0.429
152,24973,45,1,8,30,157.016,219,0,2.2254750370979308e-05,0.025,0.011,359001,518888,31826,34352,0.999,1,0.494,0.999,0.998,0.903,0.977,0.991,0.964,0.732
123,11863,31,1,4,5,147.579,281,1,3.427267074584961e-12,0.041,0.017,443283,455660,51303,32874,0.0,1,0.0,1.0,1.0,0.938,0.605,0.772,1.0,0.41
100,18175,31,1,8,17,115.283,281,0,2.6047229766845703e-11,0.093,0.021,989666,528489,76243,41486,0.0,1,0.327,0.194,0.037,0.047,0.133,0.149,1.0,0.487
103,26858,42,1,8,20,114.217,255,1,3.5492777824401853e-09,0.295,0.059,1169999,878873,91541,63254,0.001,1,0.005,0.983,0.535,0.715,0.662,0.643,1.0,0.711
148,23173,44,3,8,31,157.151,128,0,1.7125288605690002e-05,0.032,0.038,386240,581883,31500,38402,0.185,1,0.5,0.889,0.494,0.161,0.688,0.608,0.799,0.873
99,12644,31,1,4,6,115.195,281,1,0.0,0.082,0.025,555360,442492,39631,32312,0.0,1,0.01,0.241,0.102,0.041,0.283,0.102,1.0,0.421
151,24051,43,3,8,31,161.588,123,0,1.6488373517990113e-05,0.038,0.068,440233,575638,36581,47686,0.078,0,0.5,0.919,0.287,0.065,0.409,0.361,0.675,0.719
111,11811,31,1,4,5,128.888,281,1,0.0,0.128,0.052,366344,441862,33923,32286,0.0,1,0.0,1.0,0.979,0.782,0.57,0.621,1.0,0.41
99,12188,31,1,4,5,114.684,281,1,0.0,0.061,0.016,655250,449623,54869,32531,0.0,1,0.001,0.695,0.313,0.208,0.171,0.173,1.0,0.414
99,10142,31,1,4,5,120.248,281,1,0.0,0.247,0.144,331903,442097,25496,31402,0.0,1,0.0,1.0,1.0,0.94,0.75,0.59,1.0,0.413
103,25091,42,1,8,17,115.413,160,1,2.8103590011596678e-11,0.317,0.156,1164190,867486,90988,63125,0.0,1,0.014,0.616,0.01,0.032,0.115,0.098,0.999,0.831
155,18772,45,3,8,30,163.088,120,0,2.299812734127045e-05,0.029,0.02,333351,623331,27992,34234,0.982,1,0.398,1.0,0.993,0.928,0.983,0.991,0.531,0.986
155,27229,45,3,8,31,166.0,120,0,2.2991961002349852e-05,0.028,0.098,298948,579633,24739,57344,0.977,0,0.5,1.0,0.989,0.22,0.974,0.988,0.542,0.414
99,20487,36,1,8,5,114.245,281,1,0.0,0.319,0.15,1125443,871767,89926,62094,0.0,1,0.0,1.0,0.997,0.939,0.773,0.64,1.0,0.414
148,20515,44,1,8,29,153.883,275,0,2.2611345171928404e-05,0.025,0.01,311438,443634,25887,31222,1.0,1,0.457,1.0,1.0,0.938,0.997,0.998,0.998,0.813
104,20315,33,1,8,10,117.009,281,1,1.6450881958007812e-11,0.197,0.053,1091404,633468,84901,48926,0.0,1,0.016,0.82,0.234,0.259,0.233,0.386,1.0,0.432
155,16172,45,3,8,31,165.983,120,0,2.3e-05,0.025,0.013,298229,559037,24330,31540,0.999,1,0.455,1.0,1.0,0.94,1.0,1.0,0.53,0.997
99,26217,44,1,8,6,114.009,244,1,0.0,0.32,0.159,1176864,894076,91881,63859,0.0,1,0.0,0.997,0.063,0.5,0.54,0.169,1.0,0.87
150,18952,42,1,8,10,151.123,275,0,1.2710863053798676e-06,0.063,0.029,603412,628732,62533,40612,0.29,1,0.004,1.0,0.997,0.916,0.811,0.93,0.995,0.457
155,27644,45,3,8,31,164.857,184,0,2.29957035779953e-05,0.025,0.01,299854,644635,24821,42638,1.0,1,0.5,1.0,1.0,0.933,1.0,1.0,0.999,0.585
99,27156,37,1,8,30,114.149,160,0,2.7418136596679688e-12,0.308,0.131,1174562,867190,91703,63699,0.0,1,0.414,0.161,0.001,0.004,0.101,0.024,1.0,0.812
103,10587,36,1,8,21,118.253,127,0,1.843547797203064e-05,0.029,0.013,434177,469863,28077,31196,0.039,1,0.146,0.928,0.642,0.79,0.697,0.416,0.625,0.998
100,24591,44,1,8,5,114.068,281,1,0.0,0.32,0.16,1169294,894195,91700,63924,0.0,1,0.0,1.0,1.0,0.94,0.898,0.917,1.0,0.41
125,14104,37,2,8,20,161.98,225,0,9.688866198062897e-06,0.028,0.049,332038,455771,26540,32720,0.08,1,0.497,0.829,0.638,0.11,0.435,0.381,0.963,0.68
100,14488,32,1,8,5,114.653,281,1,0.0,0.316,0.13,907980,759092,84271,54262,0.0,1,0.0,1.0,0.999,0.938,0.611,0.789,1.0,0.41
100,10090,31,1,4,5,127.5,282,1,0.0,0.068,0.032,302629,433718,24657,31082,0.0,1,0.0,1.0,1.0,0.933,0.683,0.687,1.0,0.41
100,20513,31,1,8,9,115.993,281,1,3.7699937820434566e-11,0.131,0.042,996116,570129,83383,50270,0.0,1,0.021,0.7,0.29,0.158,0.177,0.262,1.0,0.427
155,27574,45,2,8,31,165.892,280,0,2.297597897052765e-05,0.025,0.01,302163,524924,27691,37582,1.0,1,0.5,1.0,1.0,0.935,1.0,1.0,0.999,0.422
99,21596,41,1,8,5,114.117,281,1,0.0,0.32,0.159,1150881,879587,89329,63295,0.0,1,0.0,1.0,0.858,0.925,0.736,0.318,1.0,0.5
100,18526,32,1,8,28,129.62,219,0,1.0675936937332154e-08,0.035,0.091,663144,461454,41848,36685,0.0,1,0.5,0.152,0.001,0.001,0.019,0.012,0.999,0.841
129,10478,31,1,4,5,155.698,281,1,6.854534149169922e-13,0.109,0.072,312628,437276,26896,31354,0.0,1,0.0,1.0,0.996,0.916,0.654,0.801,1.0,0.41
115,25251,45,1,8,23,114.712,152,0,3.041014075279236e-08,0.299,0.094,1162360,876114,90573,62075,0.001,1,0.001,0.998,0.699,0.84,0.644,0.843,0.984,0.82
99,11397,32,1,8,15,116.227,219,0,1.0830163955688476e-10,0.157,0.133,690625,464881,38329,32882,0.0,1,0.135,0.169,0.004,0.01,0.079,0.033,1.0,0.951
119,27406,44,1,8,31,146.445,272,0,5.89867553114891e-06,0.025,0.01,337610,487805,29309,37789,0.987,1,0.5,0.56,0.94,0.176,0.928,0.908,1.0,0.563
121,27601,36,1,8,31,120.081,281,0,2.0426511764526367e-10,0.062,0.012,1073418,719792,89369,62725,0.241,1,0.5,0.158,0.043,0.001,0.313,0.462,1.0,0.412
135,17567,34,2,8,22,157.387,150,0,1.287672221660614e-07,0.079,0.14,574025,483880,45568,44421,0.0,0,0.499,0.248,0.005,0.001,0.022,0.03,0.93,0.602
154,15427,45,3,8,25,164.961,145,0,2.294855535030365e-05,0.026,0.017,309426,478825,25618,31697,0.976,1,0.462,1.0,0.994,0.912,0.978,0.975,0.602,0.868
100,11430,31,1,4,6,125.696,281,0,2.0714402198791503e-09,0.034,0.034,459025,436521,29805,31485,0.001,1,0.046,0.6,0.329,0.149,0.19,0.145,1.0,0.478
155,23294,45,3,8,30,166.0,120,0,2.299598735570908e-05,0.036,0.159,297867,526932,24313,55230,0.004,0,0.5,1.0,0.349,0.005,0.595,0.78,0.53,0.422
99,15716,31,1,8,5,114.025,281,1,0.0,0.153,0.022,1037806,501032,72085,38686,0.0,1,0.0,0.849,0.338,0.501,0.407,0.061,1.0,0.558
110,25645,39,1,8,12,117.159,197,1,3.2696127891540527e-10,0.304,0.135,1146485,843843,90467,62686,0.0,1,0.008,0.928,0.091,0.132,0.414,0.273,0.999,0.525
112,18982,43,1,8,10,117.277,122,1,2.977609634399414e-09,0.319,0.159,1132827,852696,88327,61510,0.0,1,0.0,0.989,0.032,0.239,0.145,0.143,0.887,0.946
102,14842,31,1,4,5,116.829,281,1,0.0,0.268,0.081,834942,588234,74228,46301,0.0,1,0.0,1.0,0.994,0.93,0.587,0.662,1.0,0.41
151,13325,45,2,8,30,152.716,120,0,2.299809169769287e-05,0.026,0.012,341681,534290,26535,31439,0.984,1,0.184,1.0,0.998,0.938,0.99,0.993,0.531,0.999
151,16437,40,3,8,23,162.837,120,0,3.544054627418518e-07,0.23,0.156,640148,577814,52893,52038,0.0,0,0.475,0.814,0.002,0.002,0.02,0.021,0.583,0.706
100,10550,32,2,8,17,141.352,125,0,1.787922978401184e-07,0.107,0.149,497900,473344,33353,33568,0.0,1,0.468,0.205,0.001,0.004,0.015,0.008,0.768,0.992
99,12821,32,1,8,5,120.677,281,1,1.226961612701416e-10,0.095,0.047,771302,525113,58828,37694,0.0,1,0.0,0.999,0.936,0.872,0.281,0.427,1.0,0.475
104,20886,43,1,8,6,114.3,129,1,2.270221710205078e-09,0.318,0.154,1170610,883081,91489,62685,0.0,1,0.0,1.0,0.414,0.822,0.408,0.323,0.94,0.947
99,21738,31,1,8,30,115.068,257,0,1.7958879470825196e-10,0.043,0.045,1025725,509804,74895,44139,0.0,1,0.5,0.15,0.0,0.0,0.008,0.006,1.0,0.767
154,11328,44,1,8,5,160.941,120,1,3.2820194959640506e-08,0.32,0.16,972240,820707,75915,60973,0.0,0,0.0,1.0,0.072,0.374,0.054,0.158,0.54,0.786
154,27291,45,3,8,31,164.801,138,0,2.2856418073177337e-05,0.025,0.011,311853,557766,26690,39437,0.997,1,0.5,0.999,0.991,0.721,0.991,0.991,0.943,0.718
133,12763,37,2,8,12,151.739,129,0,1.1453378200531006e-07,0.241,0.149,658006,543518,46200,44399,0.0,0,0.11,0.919,0.04,0.035,0.079,0.095,0.812,0.673
117,26091,33,1,8,30,134.721,280,0,5.861517786979675e-08,0.029,0.013,651222,502442,59166,42127,0.304,1,0.5,0.236,0.337,0.036,0.38,0.483,1.0,0.474
99,27583,45,1,8,9,114.0,276,1,0.0,0.32,0.154,1180477,895434,91998,63997,0.0,1,0.0,0.989,0.025,0.672,0.5,0.062,1.0,0.952
153,11697,37,2,4,10,164.603,134,0,2.5972289144992827e-06,0.2,0.148,352085,467293,28446,35844,0.0,1,0.024,0.998,0.16,0.095,0.188,0.226,0.676,0.584
155,22324,45,3,8,20,165.969,121,0,2.0740158796310422e-05,0.136,0.155,416935,622507,45680,58257,0.016,0,0.42,1.0,0.449,0.053,0.403,0.787,0.541,0.435
126,27170,43,2,8,31,135.821,211,0,2.956866443157196e-06,0.026,0.012,509131,632860,43543,46842,0.641,1,0.5,0.387,0.545,0.094,0.768,0.733,0.999,0.684
154,15801,45,3,8,29,165.348,128,0,2.29931715130806e-05,0.026,0.014,301830,472611,24551,31489,0.986,1,0.478,1.0,0.999,0.927,0.993,0.993,0.57,0.914
99,26160,34,1,8,13,114.005,281,1,0.0,0.313,0.089,1175062,872156,91501,62334,0.0,1,0.001,0.236,0.006,0.05,0.372,0.077,1.0,0.683
99,24321,31,1,8,29,114.012,278,0,8.910894393920899e-12,0.127,0.017,1161216,700307,89868,53985,0.0,1,0.491,0.15,0.001,0.004,0.07,0.011,1.0,0.951
99,26699,45,1,8,5,114.014,194,1,0.0,0.32,0.16,1179961,895227,91984,63984,0.0,1,0.0,1.0,0.713,0.924,0.564,0.455,1.0,0.716
99,20771,36,1,8,5,114.277,281,1,0.0,0.313,0.139,1081178,789766,82284,56190,0.0,1,0.0,0.956,0.302,0.568,0.593,0.266,1.0,0.479
102,17665,31,1,8,20,118.41,281,0,1.4394521713256835e-11,0.061,0.025,850065,449567,56688,34107,0.0,1,0.49,0.154,0.006,0.003,0.078,0.125,1.0,0.447
141,15604,45,2,8,31,137.853,120,0,2.29975968003273e-05,0.025,0.01,324117,558514,25907,31245,0.992,1,0.498,1.0,0.997,0.937,0.995,0.994,0.535,1.0
99,13633,32,1,8,5,114.062,281,1,0.0,0.285,0.077,1056168,654062,75790,47345,0.0,1,0.0,1.0,0.907,0.919,0.37,0.195,1.0,0.564
99,13668,32,1,8,27,115.403,188,0,5.269080400466919e-09,0.045,0.056,820637,477032,43972,33820,0.0,1,0.499,0.151,0.002,0.002,0.026,0.009,0.998,0.948
145,25643,43,1,8,8,140.38,276,1,3.462225198745727e-09,0.279,0.133,1118883,841205,89453,62241,0.001,1,0.001,1.0,0.881,0.72,0.582,0.775,1.0,0.42
122,15283,40,2,8,23,151.493,133,0,7.81018027663231e-06,0.06,0.11,573639,510646,40310,39246,0.007,1,0.494,0.659,0.042,0.062,0.168,0.142,0.739,0.92
103,22579,33,1,8,8,115.876,281,1,2.8583407402038576e-10,0.243,0.064,1108292,700429,87152,57841,0.0,1,0.002,0.981,0.687,0.586,0.392,0.406,1.0,0.438
123,25178,44,1,8,31,135.559,268,0,2.259281051158905e-05,0.025,0.01,319219,458831,26461,31531,1.0,1,0.5,0.981,0.998,0.891,0.989,0.994,0.998,0.942
106,20895,35,1,8,8,118.908,280,1,0.0,0.297,0.139,912595,658939,74889,57628,0.0,1,0.004,0.92,0.085,0.031,0.241,0.145,1.0,0.413
140,16214,34,1,4,8,158.657,281,0,1.066573053598404e-06,0.027,0.013,361104,448065,33766,32319,0.578,1,0.047,0.999,0.996,0.901,0.82,0.889,1.0,0.435
99,14517,36,1,8,5,114.048,279,1,5.4836273193359375e-12,0.317,0.145,1175198,884232,91483,61902,0.0,1,0.0,1.0,0.999,0.94,0.332,0.644,1.0,0.723
140,20182,45,2,8,30,134.805,128,0,2.2752241492271423e-05,0.027,0.013,463801,582493,33407,34023,0.946,1,0.476,0.997,0.963,0.887,0.931,0.957,0.589,0.971
102,22024,35,1,8,24,115.379,199,0,7.9306960105896e-09,0.223,0.064,1045629,744315,85492,52827,0.0,1,0.315,0.333,0.041,0.085,0.223,0.135,0.998,0.928
153,16834,45,1,8,13,152.0,126,0,1.5719300270080565e-05,0.101,0.098,556089,707427,47138,41255,0.017,1,0.001,1.0,0.971,0.917,0.848,0.954,0.585,0.821
145,16700,42,2,8,21,161.89,192,0,1.6536492347717286e-05,0.044,0.042,419494,499727,36651,35446,0.409,1,0.358,0.993,0.753,0.576,0.785,0.774,0.839,0.807
99,21984,31,1,8,8,114.12,281,1,7.539987564086915e-12,0.183,0.022,1140261,704414,89542,55888,0.0,1,0.001,0.877,0.446,0.503,0.239,0.13,1.0,0.518
140,10071,33,1,4,5,161.953,125,0,1.3379074573516846e-05,0.049,0.14,312014,435232,24469,31087,0.0,1,0.0,0.999,0.532,0.645,0.252,0.214,0.546,0.969
115,10197,32,1,4,5,119.765,280,1,7.128715515136719e-11,0.295,0.155,651874,572347,45550,33503,0.0,1,0.0,1.0,1.0,0.94,0.324,0.6,0.998,0.442
99,26827,38,1,8,5,114.001,281,1,0.0,0.32,0.143,1179098,893252,91874,63962,0.0,1,0.0,1.0,0.991,0.939,0.678,0.506,1.0,0.413
155,24563,45,3,8,31,165.987,120,0,2.3e-05,0.025,0.01,297946,547124,24326,31390,1.0,1,0.493,1.0,1.0,0.94,1.0,1.0,0.53,0.993
124,14365,37,1,8,6,132.944,264,1,1.1214703321456907e-08,0.285,0.145,908605,671781,66496,48904,0.0,1,0.0,0.996,0.558,0.58,0.287,0.284,0.995,0.5
129,18983,44,1,8,6,117.055,122,1,3.300458192825317e-09,0.319,0.159,1149023,869645,90188,62791,0.0,1,0.0,1.0,0.081,0.46,0.149,0.337,0.79,0.745
99,21523,31,1,8,25,114.736,281,0,0.0,0.029,0.017,1006652,443000,73255,36356,0.0,1,0.5,0.15,0.001,0.0,0.018,0.008,1.0,0.434
112,17617,32,1,8,14,133.839,280,0,1.5921711921691896e-08,0.065,0.032,731662,503615,63612,40605,0.012,1,0.388,0.535,0.224,0.078,0.25,0.251,1.0,0.446
118,17971,44,2,8,31,150.989,144,0,2.2112277507781983e-05,0.025,0.011,313382,457584,25175,31583,0.765,1,0.5,0.974,0.945,0.703,0.853,0.801,0.935,0.977
99,11590,31,1,4,6,117.205,281,1,1.9466876983642574e-10,0.034,0.017,510170,441803,41450,31610,0.0,1,0.01,0.692,0.445,0.249,0.211,0.115,1.0,0.517
136,12886,44,1,8,25,127.691,149,0,2.2523947119712828e-05,0.027,0.011,428955,512173,30546,31460,0.899,1,0.103,0.999,0.993,0.929,0.958,0.971,0.744,0.987
155,27360,45,3,8,31,165.99,265,0,2.2582206547260284e-05,0.026,0.012,302054,490807,27520,44590,1.0,1,0.5,1.0,1.0,0.701,0.995,0.998,0.994,0.411
153,21241,45,2,8,23,150.871,126,0,2.133699816465378e-05,0.097,0.06,690626,733123,59993,45891,0.404,1,0.038,1.0,0.954,0.897,0.896,0.964,0.596,0.891
154,27540,45,1,8,31,163.05,280,0,2.164758121967316e-05,0.025,0.01,328486,551888,38334,39635,1.0,1,0.5,0.999,1.0,0.88,0.997,0.998,1.0,0.44
135,12706,41,1,8,5,120.317,279,1,0.0,0.32,0.16,1008266,874109,85740,62996,0.0,1,0.0,1.0,0.988,0.939,0.615,0.719,1.0,0.412
152,13776,43,1,8,9,153.661,175,0,7.257473826408386e-06,0.083,0.078,577593,636637,47901,36217,0.03,1,0.0,1.0,0.995,0.93,0.827,0.929,0.756,0.644
144,13365,45,1,8,29,135.79,125,0,2.2984289407730103e-05,0.025,0.01,342123,530037,26841,31252,0.988,1,0.042,1.0,0.999,0.939,0.99,0.989,0.547,0.996
139,19610,45,1,8,22,123.531,126,0,1.418020236492157e-05,0.152,0.063,932039,803381,70827,47524,0.04,1,0.014,0.999,0.869,0.882,0.82,0.858,0.628,0.939
105,10432,31,1,4,5,125.348,281,1,2.3511052131652827e-10,0.035,0.017,419296,444519,30690,31376,0.0,1,0.0,1.0,0.999,0.939,0.589,0.61,1.0,0.416
101,26708,35,1,8,31,114.791,200,0,9.527802467346192e-11,0.22,0.105,1156880,702491,88719,61439,0.0,1,0.499,0.151,0.0,0.0,0.032,0.019,1.0,0.592
99,17455,33,1,8,5,114.003,281,1,0.0,0.319,0.134,1170542,873445,90677,62691,0.0,1,0.0,1.0,0.998,0.94,0.591,0.216,1.0,0.437
106,10119,31,1,4,5,139.457,281,1,2.124905586242676e-11,0.187,0.133,314435,440375,24779,31141,0.0,1,0.0,1.0,0.953,0.922,0.51,0.315,1.0,0.462
155,23026,45,3,8,27,164.754,121,0,2.1675943911075592e-05,0.141,0.13,521479,683329,45632,52091,0.085,0,0.19,1.0,0.879,0.659,0.818,0.916,0.553,0.704
153,27149,41,1,8,30,155.153,263,0,5.247145891189575e-09,0.152,0.066,1085268,685442,86072,61845,0.034,1,0.5,0.661,0.049,0.006,0.2,0.555,1.0,0.414
99,27355,45,1,8,5,114.002,279,1,0.0,0.32,0.155,1179685,895244,91982,63988,0.0,1,0.0,1.0,0.461,0.903,0.658,0.331,1.0,0.564
105,22699,43,1,8,5,114.457,281,1,0.0,0.32,0.16,1163546,893292,91554,63838,0.0,1,0.0,1.0,0.999,0.94,0.601,0.861,1.0,0.411
155,27624,45,3,8,31,165.906,135,0,2.2995980501174928e-05,0.025,0.01,302148,676333,25753,50381,1.0,1,0.5,1.0,1.0,0.925,0.999,1.0,0.92,0.455
153,10272,45,3,8,28,148.07,120,0,2.299950647354126e-05,0.038,0.062,363813,533778,25386,31261,0.025,1,0.029,1.0,0.856,0.92,0.842,0.906,0.53,1.0
99,16477,33,1,8,5,115.377,281,1,6.854534149169922e-13,0.3,0.122,1001722,752850,78118,56240,0.0,1,0.0,1.0,0.992,0.933,0.478,0.505,1.0,0.417
150,21182,35,3,8,28,164.794,124,0,4.156452417373657e-08,0.13,0.154,506913,498567,45381,54891,0.0,0,0.5,0.236,0.001,0.0,0.006,0.01,0.907,0.475
99,10350,31,1,4,5,114.294,281,0,0.0,0.026,0.013,357667,433479,26551,31080,0.0,1,0.119,0.152,0.011,0.007,0.095,0.021,1.0,0.608
153,10859,45,3,8,27,164.754,120,0,2.2699561655521392e-05,0.109,0.156,354715,546215,26455,35415,0.0,0,0.495,0.994,0.007,0.025,0.042,0.025,0.53,0.996
99,18498,31,1,8,5,114.004,282,1,0.0,0.312,0.055,1114905,799024,89827,60179,0.0,1,0.0,1.0,0.991,0.938,0.582,0.233,1.0,0.412
99,26616,42,1,8,5,114.004,281,1,0.0,0.32,0.153,1177714,893278,91812,63935,0.0,1,0.0,1.0,0.977,0.937,0.709,0.684,1.0,0.411
155,27160,45,3,8,31,165.979,130,0,2.2999983549118043e-05,0.025,0.01,298017,508136,24431,32073,1.0,1,0.5,1.0,1.0,0.94,1.0,1.0,0.58,0.739
104,11212,31,1,4,5,127.896,281,1,6.854534149169922e-13,0.187,0.083,454655,474304,37162,33703,0.0,1,0.0,1.0,0.999,0.937,0.507,0.692,1.0,0.41
118,20697,37,1,8,5,132.192,280,1,6.854534149169922e-12,0.297,0.151,961979,736464,84804,61355,0.0,1,0.001,0.996,0.328,0.156,0.2,0.31,1.0,0.415
102,11017,31,1,4,5,121.855,281,1,0.0,0.204,0.069,388877,473148,37390,33883,0.0,1,0.0,1.0,1.0,0.939,0.548,0.562,1.0,0.41
105,25373,43,1,8,10,114.766,278,1,1.1323690414428712e-09,0.298,0.101,1166926,867490,91247,62936,0.0,1,0.001,0.997,0.575,0.77,0.29,0.655,1.0,0.489
155,20105,45,1,8,16,164.787,232,0,1.0732559502124786e-05,0.038,0.041,380323,562719,42806,39968,0.526,1,0.117,1.0,0.99,0.855,0.91,0.971,0.936,0.44
153,10146,33,1,4,5,165.355,228,0,9.432524442672729e-09,0.156,0.158,305181,435604,24572,31209,0.0,1,0.004,0.995,0.082,0.07,0.084,0.172,0.976,0.447
99,11994,31,1,4,5,114.869,281,1,6.1690807342529286e-12,0.136,0.047,729397,494749,48996,33917,0.0,1,0.0,0.991,0.825,0.853,0.346,0.339,1.0,0.44
99,26537,38,1,8,5,114.0,281,1,0.0,0.32,0.122,1177951,892526,91842,63801,0.0,1,0.0,0.999,0.582,0.901,0.639,0.308,1.0,0.451
154,10128,40,1,4,5,165.14,214,1,4.927918583154678e-06,0.033,0.104,306433,440543,24947,31107,0.0,1,0.0,1.0,0.997,0.932,0.774,0.932,0.751,0.569
99,11669,36,1,8,21,114.095,153,0,1.1506158113479617e-06,0.08,0.016,1078600,634967,72088,33594,0.001,1,0.003,0.966,0.474,0.854,0.429,0.303,0.96,0.999
99,25680,44,1,8,10,114.081,131,1,6.854534149169922e-13,0.32,0.16,1175121,889213,91795,63869,0.0,1,0.0,0.974,0.004,0.035,0.067,0.023,0.999,0.843
101,10488,31,1,4,5,114.602,281,1,0.0,0.317,0.158,995247,781996,83289,48562,0.0,1,0.0,1.0,1.0,0.94,0.373,0.744,1.0,0.411
106,26438,42,1,8,13,114.351,279,1,9.596347808837891e-12,0.318,0.135,1177268,886086,91865,63844,0.0,1,0.0,0.99,0.147,0.288,0.186,0.482,1.0,0.438
